,mass,radius,edible
93,56.14123608372564,57.630387526412704,1
94,58.67063105562113,44.15123180100652,1
95,49.31408476002952,52.599882416225995,1
96,60.70419075238452,58.43917552306788,1
97,60.554466992742356,54.92946960766665,1
98,58.112870899422255,65.19323681355122,1
99,57.88474386639916,52.241681801728944,1
0,21.36171160091944,15.970329261982279,0
1,6.611449966305003,9.965165210760691,0
2,10.036544104070579,8.563910957750217,0
3,14.055944708464821,0.20531119455651137,0
4,13.5176260726438,7.1315037729301185,0
5,31.019100781149227,10.107503695845764,0
6,14.980817543130641,25.720691392414388,0
7,11.700838767469019,12.726950754248415,0
8,24.45930412330159,29.815396865366946,0
9,12.46617414602441,33.79346723783822,0
10,15.650438833653322,21.97124342585467,0
11,12.446059185080115,19.006215279073807,0
12,20.43441870179548,16.9079282133333,0
13,34.98767759983856,6.679163755221536,0
14,15.69260538924782,5.669127928897879,0
15,20.399269474722033,33.447690876510535,0
16,40.55185500919275,7.118126470306599,0
17,0.28264131388771574,16.354991137170977,0
18,2.5380921497109874,22.14696337677388,0
19,10.426073265859246,11.745365172668208,0
20,18.836320995901485,14.95679497111664,0
21,9.534933945031236,14.12864387203095,0
22,15.510674120570613,41.544090045561326,0
23,6.791525162718939,12.488084121367145,0
24,21.105200978489798,12.303570630886323,0
25,37.62071443756706,12.707555442358142,0
26,0.7582983075058927,38.27436322585302,0
27,24.703317616404632,27.572583332269257,0
28,14.56625902713561,15.88779635308746,0
29,33.49010836552067,12.248191006702033,0
30,35.423093198370566,12.792988330267768,0
31,21.67425860545931,5.3427037517105695,0
32,23.809890727072208,14.60458806387462,0
33,21.53354839161859,22.45142496987851,0
34,13.171773465368652,7.466739040866887,0
35,16.62879948191694,22.348129840981183,0
36,11.295312643389325,20.577602813673273,0
37,32.26037945638125,20.7634086551706,0
38,29.66597283002364,27.716592256499837,0
39,29.079744549218972,36.16942977846216,0
40,21.36130267222066,14.728662282731602,0
41,11.50300649628446,39.675914472972515,0
42,21.894333523104674,27.72228876792721,0
43,32.879417043689386,28.617229479595487,0
44,16.15183930990449,9.710969038199869,0
45,31.32172616781808,14.414739199645226,0
46,18.490302098120324,6.750241601659573,0
47,20.056490279312722,28.35646524871523,0
48,30.600873585407015,28.152523989643342,0
49,29.518203204600184,19.455357833059047,0
50,16.21467747026996,9.017425460917947,0
51,11.080094406505891,16.135956576387336,0
52,28.073286339657884,31.905356131593592,0
53,0.24382006883934082,25.251550795700165,0
54,3.0843023551593873,32.10511138839431,0
55,25.237301447361162,18.469938875242224,0
56,25.524177779858707,34.09683501719453,0
57,3.2280599633669524,34.6591598795861,0
58,23.0477948921991,19.68122079791748,0
59,26.550498742107795,32.969107483527395,0
60,33.09139242899076,20.252951210727144,0
61,28.205334746532667,19.552115245839573,0
62,38.54135629468067,32.598291271097246,0
63,11.170387854393072,24.486369187102838,0
64,20.935170920527224,28.731511083118335,0
65,13.055061301121922,8.24179181956849,0
66,23.211035910910418,12.337584813135578,0
67,34.91665610541243,8.663561184546325,0
68,20.66758178464295,32.919246576814785,0
69,14.326159851510763,13.047073577051208,0
70,14.31519503177396,18.90503020392075,0
71,18.872933775848903,22.800470549163073,0
72,15.846215067278944,9.728555709890621,0
73,0.6637894246365263,3.1012656695935377,0
74,48.37177019710429,11.670845230675777,0
75,8.703593345481062,14.039795366479849,0
76,23.194993844288984,15.12679303501985,0
77,24.121188837785272,25.959808042183024,0
78,23.45047746594691,7.605704373324109,0
79,28.756335805529964,10.415593893723655,0
80,22.14077770554221,32.41546936447106,0
81,5.488798905421346,25.75243724172303,0
82,3.1365235428749756,23.928702502110255,0
83,14.030995562256095,10.064574317385237,0
84,12.752160253902332,55.26668424712242,0
85,35.25159415717602,27.401889221337264,0
86,21.30773373252053,8.418838397618888,0
87,8.031687271316642,17.248808126029452,0
88,23.40394616976674,20.929593079767663,0
89,7.8234685909256,24.958451704066402,0
90,13.095277565926715,10.926865502001743,0
91,33.27707033817289,34.90825554976658,0
92,8.511819355154035,4.493228391423445,0
93,5.597144489911624,32.02001661009533,0
94,8.172242360951692,20.364669643390247,0
95,16.344463516587673,25.278360513308606,0
96,20.368096024545956,20.08928733343402,0
97,3.708123941232728,34.960615552895405,0
98,39.0093421334817,24.370432950535292,0
99,14.519230184948485,2.472336947351728,0
